Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6600857,92901,Male,Loyal Customer,42,Personal Travel,Eco,217,1,3,0,3,2,2,2,1,1,1,4,2,3,4,0,0.0,neutral or dissatisfied
13528863,101705,Female,Loyal Customer,44,Business travel,Eco,257,2,4,2,1,1,2,1,1,3,2,4,2,3,1,0,0.0,neutral or dissatisfied
3282868,105918,Female,disloyal Customer,19,Business travel,Business,414,4,4,4,3,3,4,3,3,3,5,3,5,5,3,4,0.0,satisfied
4568270,59151,Male,Loyal Customer,59,Business travel,Business,3481,4,3,3,3,4,5,5,5,5,5,5,4,5,5,13,74.0,satisfied
5601672,88691,Female,Loyal Customer,46,Business travel,Business,1208,4,5,4,5,3,5,4,2,2,4,2,5,2,3,4,0.0,satisfied
10575678,82010,Female,Loyal Customer,49,Personal Travel,Eco,1172,1,1,1,1,3,4,5,5,3,3,3,5,2,5,3,4.0,neutral or dissatisfied
907938,104137,Male,Loyal Customer,26,Personal Travel,Eco,977,1,4,1,3,2,4,2,2,4,4,4,5,4,2,11,0.0,neutral or dissatisfied
7713899,26475,Female,Loyal Customer,48,Business travel,Business,875,5,4,2,5,2,5,2,2,5,5,5,4,5,2,8,8.0,satisfied
2476596,100852,Male,Loyal Customer,52,Personal Travel,Eco Plus,648,5,5,3,5,5,5,5,5,1,5,1,4,4,5,71,28.0,satisfied
5799648,126649,Male,Loyal Customer,41,Personal Travel,Eco,2004,2,5,1,1,2,2,2,2,5,5,5,5,5,2,0,0.0,satisfied
828728,100291,Male,Loyal Customer,59,Personal Travel,Eco,1152,2,5,3,3,2,2,5,5,4,4,4,3,5,4,15,4.0,neutral or dissatisfied
533140,86814,Female,Loyal Customer,57,Business travel,Business,643,5,5,5,5,5,4,5,5,3,3,5,5,5,5,7,99.0,satisfied
1969591,17740,Female,disloyal Customer,15,Business travel,Business,387,3,3,3,3,4,4,5,3,3,3,3,4,4,4,0,4.0,satisfied
287438,96358,Male,Loyal Customer,55,Business travel,Business,1624,0,1,0,1,2,5,2,3,4,1,1,5,4,3,13,12.0,satisfied
10857869,87249,Female,Loyal Customer,32,Business travel,Eco,1395,1,5,5,5,3,3,3,0,4,4,4,4,4,3,0,2.0,neutral or dissatisfied
14847576,89408,Female,Loyal Customer,51,Business travel,Business,2276,3,3,3,3,3,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
1149687,125298,Female,disloyal Customer,52,Business travel,Eco,530,2,2,2,3,3,3,3,3,2,1,2,4,2,3,0,0.0,neutral or dissatisfied
8542479,8783,Female,Loyal Customer,34,Business travel,Business,182,5,5,5,1,5,5,5,5,5,3,5,4,5,5,0,8.0,satisfied
2654863,94747,Female,disloyal Customer,10,Business travel,Business,1120,2,4,2,3,2,3,3,2,3,5,3,4,4,3,68,58.0,neutral or dissatisfied
15617663,94927,Male,Loyal Customer,59,Personal Travel,Eco,763,2,2,2,4,1,2,1,2,3,3,3,1,3,1,4,0.0,neutral or dissatisfied
3041900,85628,Male,Loyal Customer,59,Personal Travel,Eco,402,1,4,2,3,1,2,1,3,3,2,3,3,3,4,60,159.0,neutral or dissatisfied
2810137,98984,Male,Loyal Customer,48,Business travel,Business,313,5,5,5,5,4,5,5,4,4,4,4,3,5,4,0,6.0,satisfied
10020646,123540,Male,Loyal Customer,50,Personal Travel,Eco,265,0,1,0,1,4,0,3,3,3,5,3,2,3,4,4,4.0,satisfied
11870017,126248,Female,Loyal Customer,10,Business travel,Eco,1045,5,0,0,3,3,5,1,3,1,5,1,5,4,1,222,15.0,satisfied
7866995,9970,Male,Loyal Customer,51,Personal Travel,Eco,391,3,3,3,3,3,3,3,3,3,3,3,3,3,3,73,69.0,neutral or dissatisfied
7485858,98078,Male,Loyal Customer,47,Business travel,Business,2266,3,3,3,3,2,4,5,4,4,5,4,3,4,3,12,14.0,satisfied
10814446,121427,Female,Loyal Customer,62,Personal Travel,Eco,305,3,5,3,2,5,5,5,5,3,2,3,5,4,5,0,3.0,neutral or dissatisfied
7699241,-1150,Female,Loyal Customer,22,Personal Travel,Eco,894,3,3,3,3,5,3,5,5,3,4,3,5,5,5,0,0.0,neutral or dissatisfied
4853418,8394,Male,Loyal Customer,54,Personal Travel,Eco,303,1,1,0,3,1,0,4,1,1,1,1,3,3,3,16,0.0,neutral or dissatisfied
13163462,46804,Female,Loyal Customer,56,Business travel,Eco Plus,229,4,4,4,2,3,5,3,2,2,2,2,3,2,3,0,0.0,satisfied
2200957,14903,Male,Loyal Customer,56,Personal Travel,Eco,320,2,2,2,4,5,2,5,5,3,5,5,5,5,5,16,26.0,neutral or dissatisfied
9637955,2551,Female,disloyal Customer,11,Business travel,Eco,794,4,5,5,2,3,0,1,5,5,2,5,3,5,1,0,25.0,satisfied
2181949,79575,Female,Loyal Customer,56,Business travel,Eco,168,4,1,5,1,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
4379073,93201,Female,Loyal Customer,62,Business travel,Business,1839,4,5,5,4,4,5,4,4,2,4,2,3,2,4,19,0.0,satisfied
16421999,14522,Male,Loyal Customer,47,Business travel,Business,849,4,4,4,3,2,5,5,2,5,5,5,3,5,3,66,132.0,satisfied
10066036,75647,Female,Loyal Customer,24,Personal Travel,Eco Plus,698,2,2,2,2,5,2,5,5,1,3,3,1,5,5,72,69.0,neutral or dissatisfied
1240825,34480,Female,Loyal Customer,7,Business travel,Eco,286,1,0,1,3,2,2,2,2,1,2,3,4,3,2,0,0.0,neutral or dissatisfied
3573360,110598,Female,disloyal Customer,30,Business travel,Business,540,0,3,3,3,2,5,4,5,5,5,5,5,5,5,12,25.0,satisfied
6340959,101012,Female,Loyal Customer,40,Business travel,Business,2789,3,3,3,3,3,4,5,3,3,4,3,3,4,3,4,15.0,neutral or dissatisfied
11413009,29226,Female,disloyal Customer,22,Business travel,Eco Plus,222,0,0,0,3,3,0,3,3,2,1,3,3,2,3,0,0.0,neutral or dissatisfied
4404264,86870,Male,Loyal Customer,35,Business travel,Business,2987,4,1,1,1,3,4,5,3,4,5,4,5,5,3,13,4.0,satisfied
11710799,21956,Female,Loyal Customer,21,Business travel,Business,824,4,4,4,4,3,1,3,3,3,2,5,3,4,4,0,0.0,satisfied
13401088,95792,Female,Loyal Customer,67,Personal Travel,Eco,1143,1,1,1,1,3,1,3,3,3,3,4,5,4,4,1,1.0,neutral or dissatisfied
5781192,130030,Female,Loyal Customer,56,Business travel,Business,2255,5,3,0,3,3,4,2,4,4,5,4,3,4,3,0,0.0,satisfied
9470319,67453,Male,Loyal Customer,28,Business travel,Business,2748,1,1,1,1,5,1,5,5,3,1,4,4,5,5,0,0.0,satisfied
261147,96951,Male,Loyal Customer,52,Business travel,Business,3790,4,3,4,3,3,4,5,5,4,5,5,3,5,5,12,3.0,satisfied
6350821,20326,Female,disloyal Customer,43,Business travel,Eco,216,1,3,1,3,5,1,4,4,4,4,4,3,4,4,3,4.0,satisfied
9205448,6615,Male,disloyal Customer,57,Business travel,Business,1071,2,4,2,3,5,4,5,5,3,4,5,3,4,3,67,61.0,satisfied
5484787,93272,Female,disloyal Customer,29,Business travel,Business,406,1,1,1,1,3,4,5,4,4,1,4,3,4,3,3,2.0,satisfied
14364230,74758,Female,Loyal Customer,25,Business travel,Eco Plus,3129,2,1,5,1,3,2,3,0,0,1,2,2,0,3,14,4.0,neutral or dissatisfied
12402547,25855,Male,Loyal Customer,9,Personal Travel,Eco,450,1,5,1,3,4,2,4,2,4,1,2,3,4,4,15,21.0,neutral or dissatisfied
7585260,96279,Male,Loyal Customer,52,Business travel,Business,2021,5,5,5,5,4,4,5,4,4,4,4,5,4,4,31,29.0,satisfied
5781877,26465,Male,Loyal Customer,34,Business travel,Business,2789,1,1,1,1,1,4,5,1,4,4,4,3,4,5,4,4.0,satisfied
7082911,19588,Female,Loyal Customer,43,Business travel,Business,2359,5,1,5,1,2,4,2,2,4,1,4,3,4,5,0,0.0,satisfied
10786308,91647,Male,Loyal Customer,25,Personal Travel,Eco,1998,4,4,4,3,2,5,4,5,1,5,5,5,5,5,14,10.0,neutral or dissatisfied
11717245,121271,Female,Loyal Customer,61,Personal Travel,Eco,1139,2,4,1,3,2,2,2,2,1,5,5,5,1,2,0,0.0,neutral or dissatisfied
681570,48725,Female,Loyal Customer,56,Personal Travel,Eco,244,1,1,1,1,3,0,1,4,1,1,3,2,1,4,0,0.0,neutral or dissatisfied
4932094,83776,Male,Loyal Customer,23,Personal Travel,Eco,993,1,5,1,1,4,1,4,4,4,4,4,5,5,4,0,5.0,neutral or dissatisfied
2157909,103050,Male,Loyal Customer,58,Business travel,Business,1463,3,1,3,3,4,4,4,4,4,5,4,5,4,4,0,0.0,satisfied
14146789,98288,Female,Loyal Customer,18,Personal Travel,Eco Plus,1775,2,1,2,1,2,2,4,2,3,4,3,5,2,4,0,0.0,neutral or dissatisfied
7403388,105785,Female,disloyal Customer,21,Business travel,Business,808,3,3,3,3,3,5,3,3,3,3,3,5,3,3,0,0.0,neutral or dissatisfied
10219584,26385,Female,Loyal Customer,24,Business travel,Eco Plus,865,1,1,1,3,4,4,4,1,1,0,1,1,1,4,0,0.0,neutral or dissatisfied
4727560,100577,Female,Loyal Customer,56,Business travel,Business,1998,2,3,2,1,2,3,3,2,4,5,2,2,2,4,3,3.0,satisfied
6708416,92369,Female,Loyal Customer,55,Business travel,Eco,354,2,2,3,2,2,5,3,5,5,2,5,4,5,3,7,12.0,satisfied
11870170,78921,Female,Loyal Customer,49,Personal Travel,Eco,460,4,5,4,1,2,4,5,5,5,2,5,5,5,5,0,0.0,neutral or dissatisfied
3107661,33247,Male,Loyal Customer,56,Business travel,Business,607,4,1,3,2,4,4,4,5,3,5,5,4,5,4,12,0.0,satisfied
14495829,93735,Female,Loyal Customer,19,Business travel,Business,2321,4,4,4,1,2,4,5,5,5,5,5,5,5,4,1,0.0,satisfied
10899945,96821,Male,Loyal Customer,26,Personal Travel,Eco,512,3,3,3,3,5,4,5,5,4,5,4,5,2,5,25,35.0,neutral or dissatisfied
13541907,13898,Male,disloyal Customer,38,Business travel,Business,248,2,2,2,2,5,2,4,5,3,5,4,3,3,4,3,4.0,satisfied
16495984,1589,Female,Loyal Customer,30,Business travel,Eco Plus,803,2,5,0,1,3,3,3,3,4,1,4,4,4,3,0,0.0,neutral or dissatisfied
6750290,101401,Female,Loyal Customer,63,Business travel,Business,3642,4,4,4,4,3,4,3,3,4,1,4,4,5,3,4,6.0,satisfied
8169305,36557,Female,Loyal Customer,62,Business travel,Eco Plus,188,3,4,3,3,2,2,2,2,1,1,3,2,2,2,14,4.0,neutral or dissatisfied
1147696,92384,Male,Loyal Customer,57,Business travel,Business,3904,4,4,4,1,5,4,5,5,5,5,5,3,5,5,11,2.0,satisfied
13008384,28202,Male,disloyal Customer,22,Business travel,Business,3199,4,4,4,4,1,2,1,1,5,5,5,3,5,1,13,0.0,satisfied
16555381,11363,Female,Loyal Customer,55,Business travel,Business,3446,1,3,1,5,4,4,4,4,4,5,5,4,3,4,168,101.0,satisfied
6805715,38685,Female,Loyal Customer,64,Business travel,Business,60,4,4,4,4,5,5,5,5,1,4,4,3,1,5,0,2.0,satisfied
14036109,79054,Female,Loyal Customer,20,Business travel,Eco Plus,604,5,5,5,5,2,4,2,4,4,2,1,5,4,4,2,0.0,satisfied
1544793,116888,Female,Loyal Customer,19,Personal Travel,Eco Plus,727,1,5,1,1,3,1,4,2,3,2,2,3,2,4,0,0.0,neutral or dissatisfied
8462100,86806,Female,Loyal Customer,58,Business travel,Business,2290,5,5,3,5,4,4,4,5,5,5,5,5,5,4,9,10.0,satisfied
16332284,97757,Female,disloyal Customer,47,Business travel,Business,564,2,2,2,2,1,2,1,1,4,4,4,3,2,1,4,0.0,neutral or dissatisfied
2535115,30857,Female,Loyal Customer,59,Personal Travel,Eco,429,4,5,5,5,3,2,2,2,1,3,1,3,1,1,0,0.0,neutral or dissatisfied
7834761,118440,Female,Loyal Customer,26,Business travel,Business,317,5,5,5,5,1,2,2,2,2,5,3,2,4,1,0,0.0,satisfied
12892211,83049,Female,disloyal Customer,43,Business travel,Eco,488,2,2,2,3,1,2,1,1,1,2,4,3,1,1,0,0.0,neutral or dissatisfied
3850064,94339,Female,disloyal Customer,20,Business travel,Eco,251,2,2,2,2,3,2,3,3,3,4,4,3,3,3,0,0.0,neutral or dissatisfied
14568897,13738,Female,disloyal Customer,26,Business travel,Business,2195,3,3,3,3,3,3,2,3,5,5,4,3,4,2,0,0.0,satisfied
12208057,-1919,Female,disloyal Customer,45,Business travel,Eco Plus,139,2,1,5,1,3,2,3,4,4,4,4,3,3,4,0,0.0,neutral or dissatisfied
6011525,-1211,Male,Loyal Customer,55,Business travel,Business,65,2,2,2,2,2,2,5,5,4,4,5,3,5,3,0,0.0,satisfied
13697739,98382,Male,Loyal Customer,49,Business travel,Business,2936,5,5,5,5,5,4,3,4,4,4,3,4,4,4,82,42.0,neutral or dissatisfied
310821,106192,Female,Loyal Customer,57,Business travel,Business,3311,3,3,3,3,2,3,2,5,5,3,5,3,5,5,13,7.0,neutral or dissatisfied
395138,125125,Female,Loyal Customer,35,Personal Travel,Eco,409,2,4,0,3,2,2,2,2,3,5,5,5,2,2,0,5.0,neutral or dissatisfied
5710471,101409,Male,disloyal Customer,13,Business travel,Business,839,3,2,2,3,5,2,2,4,3,4,5,3,4,4,14,13.0,neutral or dissatisfied
8241864,6736,Female,Loyal Customer,52,Business travel,Business,2432,4,4,4,2,4,5,5,5,5,5,5,3,5,4,9,21.0,satisfied
14995312,88412,Female,Loyal Customer,28,Business travel,Business,644,3,3,3,3,2,3,3,2,2,2,2,4,2,3,9,14.0,neutral or dissatisfied
6824780,14414,Female,Loyal Customer,53,Personal Travel,Eco,351,4,1,4,1,3,4,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
14219127,3244,Female,Loyal Customer,57,Personal Travel,Business,2401,2,4,1,2,2,2,2,2,1,5,4,4,5,2,2,7.0,neutral or dissatisfied
11537767,91606,Female,disloyal Customer,33,Business travel,Business,2936,1,4,1,4,2,4,4,4,4,2,5,5,5,4,80,131.0,satisfied
3506922,96591,Male,Loyal Customer,40,Business travel,Business,2958,4,3,3,1,3,5,4,4,4,4,5,4,5,4,0,0.0,satisfied
12247421,83512,Male,Loyal Customer,22,Personal Travel,Eco,212,2,4,3,3,1,2,1,1,4,5,4,4,5,1,0,16.0,neutral or dissatisfied
738349,87451,Female,Loyal Customer,50,Personal Travel,Eco,910,1,5,0,3,2,0,1,4,4,4,4,3,4,1,244,0.0,satisfied
10141585,100699,Female,disloyal Customer,19,Business travel,Eco,881,1,1,1,1,5,1,5,5,4,1,4,1,4,5,47,32.0,neutral or dissatisfied
8979955,91486,Male,Loyal Customer,15,Business travel,Business,815,3,3,3,3,3,3,3,3,3,4,4,5,3,3,11,4.0,neutral or dissatisfied
12188092,96917,Male,Loyal Customer,52,Business travel,Business,3364,5,5,5,5,2,5,2,2,4,4,4,4,2,1,0,0.0,satisfied
15091809,118658,Male,disloyal Customer,50,Business travel,Business,1208,1,1,1,3,1,1,1,1,4,5,5,3,4,1,90,61.0,neutral or dissatisfied
9930766,86522,Male,disloyal Customer,20,Business travel,Eco,554,2,5,2,5,5,2,5,4,1,5,3,4,4,4,0,0.0,neutral or dissatisfied
3166219,96334,Male,Loyal Customer,49,Business travel,Business,3498,4,4,4,4,5,4,5,5,4,5,4,1,4,4,2,9.0,satisfied
1265834,99887,Male,Loyal Customer,39,Business travel,Business,2515,4,4,3,5,3,4,5,4,4,4,5,5,5,3,0,3.0,satisfied
11441296,121577,Male,Loyal Customer,66,Personal Travel,Eco,342,1,1,0,3,5,0,4,1,1,0,1,1,2,2,4,0.0,neutral or dissatisfied
4721022,92322,Female,Loyal Customer,19,Business travel,Business,672,5,5,5,1,4,4,4,4,3,5,2,3,5,4,7,1.0,satisfied
14709916,129317,Female,disloyal Customer,16,Business travel,Business,310,2,4,4,3,2,2,2,2,3,3,4,2,5,2,0,0.0,neutral or dissatisfied
4077176,122017,Female,Loyal Customer,21,Personal Travel,Business,2318,5,5,5,5,2,1,2,2,3,5,4,5,5,2,0,0.0,neutral or dissatisfied
6183228,83612,Female,Loyal Customer,51,Personal Travel,Eco,463,2,4,2,3,4,5,5,4,4,5,4,3,3,4,9,14.0,neutral or dissatisfied
13611589,81971,Male,Loyal Customer,13,Personal Travel,Eco,144,4,2,4,3,2,4,4,4,4,1,3,3,4,4,0,0.0,satisfied
14153712,36307,Female,Loyal Customer,45,Personal Travel,Business,414,4,4,3,3,3,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
4189167,53922,Male,Loyal Customer,23,Personal Travel,Eco,983,3,4,4,4,5,4,5,5,5,2,5,5,5,5,2,0.0,neutral or dissatisfied
135062,83467,Male,Loyal Customer,33,Personal Travel,Eco,1752,3,5,3,3,3,3,1,4,3,3,3,5,4,4,0,0.0,neutral or dissatisfied
14285417,8269,Male,Loyal Customer,33,Business travel,Business,746,1,4,5,4,1,1,1,1,3,1,4,5,1,1,12,13.0,neutral or dissatisfied
6916302,12931,Female,Loyal Customer,13,Personal Travel,Eco,378,3,3,3,3,4,5,4,4,3,4,3,5,3,4,14,19.0,neutral or dissatisfied
5236264,106299,Male,Loyal Customer,52,Business travel,Business,1058,5,4,3,3,3,3,5,3,4,5,4,1,4,3,0,0.0,neutral or dissatisfied
16503947,11510,Female,disloyal Customer,56,Business travel,Eco,153,4,4,4,4,4,4,3,4,4,4,4,3,4,4,0,0.0,satisfied
8444293,9850,Male,disloyal Customer,24,Business travel,Eco,933,1,4,1,3,1,1,1,1,1,3,3,4,5,1,78,33.0,neutral or dissatisfied
12122638,77183,Male,Loyal Customer,53,Business travel,Business,2606,1,1,1,3,1,1,1,1,1,5,5,4,4,1,0,0.0,neutral or dissatisfied
62095,34452,Male,Loyal Customer,34,Business travel,Eco Plus,910,3,4,3,3,3,3,3,1,1,3,5,3,4,3,65,21.0,neutral or dissatisfied
4129475,67801,Female,disloyal Customer,11,Business travel,Eco,212,1,0,4,3,5,4,2,5,1,1,5,4,4,5,40,14.0,neutral or dissatisfied
631083,3498,Female,Loyal Customer,36,Business travel,Eco Plus,2185,2,4,4,5,2,4,3,2,3,2,2,5,2,3,0,0.0,satisfied
16156641,19047,Female,Loyal Customer,41,Personal Travel,Eco,190,4,4,0,3,5,5,5,4,3,4,4,4,4,5,0,0.0,neutral or dissatisfied
14740108,97535,Male,Loyal Customer,31,Business travel,Business,3175,2,2,2,2,5,5,4,3,1,1,3,3,2,5,16,16.0,satisfied
4859062,96356,Male,Loyal Customer,37,Business travel,Business,3576,1,1,3,3,3,2,3,3,1,1,3,2,4,3,12,7.0,neutral or dissatisfied
8110111,78794,Male,Loyal Customer,48,Business travel,Business,1074,0,4,4,1,4,4,4,4,4,5,4,5,5,4,0,0.0,satisfied
11630996,12070,Female,Loyal Customer,35,Business travel,Business,732,3,1,3,3,1,5,3,3,3,3,3,3,3,3,76,14.0,neutral or dissatisfied
6749884,18247,Female,Loyal Customer,12,Personal Travel,Eco,1028,4,4,4,3,5,4,5,5,5,4,5,5,5,5,24,16.0,satisfied
15755231,96443,Male,Loyal Customer,32,Business travel,Business,282,2,2,2,2,2,2,2,2,3,2,4,4,3,2,0,0.0,neutral or dissatisfied
9159782,81072,Female,Loyal Customer,49,Business travel,Business,329,1,0,1,3,3,4,3,3,4,4,4,3,4,3,0,0.0,satisfied
3599875,75026,Male,Loyal Customer,51,Business travel,Business,2052,5,5,5,5,3,2,2,3,3,4,4,3,4,3,0,0.0,satisfied
6842486,96589,Female,Loyal Customer,60,Personal Travel,Business,2604,2,2,2,3,3,4,5,3,3,5,5,4,5,3,2,28.0,neutral or dissatisfied
2073999,8174,Male,Loyal Customer,51,Business travel,Business,544,3,3,3,3,5,3,1,1,4,5,4,3,4,1,0,0.0,neutral or dissatisfied
10434605,7110,Female,Loyal Customer,51,Business travel,Business,1460,2,2,2,2,2,2,5,5,5,5,5,5,5,3,0,0.0,satisfied
2524727,116,Male,disloyal Customer,30,Business travel,Eco,507,2,5,5,5,3,1,3,3,3,2,3,4,4,3,18,0.0,neutral or dissatisfied
10481367,120408,Female,Loyal Customer,59,Business travel,Business,2093,5,5,5,5,2,2,2,5,5,5,5,4,5,3,14,6.0,satisfied
7685585,98896,Male,disloyal Customer,23,Business travel,Eco Plus,330,1,0,3,2,1,1,1,1,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
10499676,81994,Female,Loyal Customer,27,Business travel,Eco Plus,1462,2,2,2,2,3,3,4,3,3,2,3,4,3,3,12,40.0,neutral or dissatisfied
9918650,2618,Male,Loyal Customer,62,Business travel,Business,925,5,5,5,5,4,5,5,5,5,5,5,5,5,3,71,45.0,satisfied
12347716,126676,Female,Loyal Customer,29,Personal Travel,Business,509,3,4,3,3,4,3,5,3,3,5,3,1,3,4,0,0.0,neutral or dissatisfied
1048914,16790,Male,Loyal Customer,51,Personal Travel,Business,629,3,3,3,3,3,4,4,3,3,3,5,3,3,3,10,0.0,satisfied
3320977,37680,Male,Loyal Customer,31,Business travel,Business,2443,1,4,4,1,3,4,3,3,4,5,5,3,5,3,3,14.0,satisfied
6102791,90150,Male,Loyal Customer,43,Personal Travel,Eco,2152,1,5,0,1,1,2,1,1,1,1,1,5,1,1,0,0.0,neutral or dissatisfied
16162320,82658,Male,Loyal Customer,20,Personal Travel,Eco Plus,751,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,44.0,neutral or dissatisfied
11682507,119686,Female,Loyal Customer,31,Personal Travel,Eco Plus,285,1,1,1,3,2,2,2,2,3,3,1,2,4,2,0,0.0,neutral or dissatisfied
104640,91717,Male,Loyal Customer,57,Business travel,Business,1472,5,5,5,5,3,4,4,3,3,4,4,3,2,4,2,4.0,satisfied
3098749,93769,Male,disloyal Customer,14,Business travel,Business,987,3,0,3,4,3,3,3,3,3,1,3,3,4,3,0,4.0,neutral or dissatisfied
14443320,45322,Female,Loyal Customer,33,Business travel,Business,483,1,1,1,1,2,5,4,4,4,3,4,4,4,4,15,15.0,satisfied
14299710,31531,Female,Loyal Customer,60,Business travel,Eco Plus,391,4,4,4,3,5,4,4,5,4,4,5,5,5,5,2,0.0,satisfied
16481933,95975,Female,Loyal Customer,43,Business travel,Business,2844,0,3,0,3,3,5,4,4,4,1,1,3,1,4,0,0.0,satisfied
215969,79639,Female,Loyal Customer,29,Business travel,Business,1726,4,1,1,1,4,4,4,4,4,5,4,4,4,4,0,0.0,satisfied
4457873,6289,Female,disloyal Customer,37,Business travel,Eco,158,2,4,5,4,1,2,3,4,4,2,4,1,4,4,69,94.0,neutral or dissatisfied
2577743,56552,Female,Loyal Customer,52,Personal Travel,Eco Plus,257,1,1,1,1,2,2,2,2,2,1,2,5,2,2,0,0.0,neutral or dissatisfied
9632519,98660,Male,Loyal Customer,26,Personal Travel,Eco,455,3,3,3,3,3,3,4,3,3,2,5,5,5,4,7,17.0,neutral or dissatisfied
5886675,125134,Female,disloyal Customer,13,Business travel,Business,639,2,0,2,3,3,2,2,2,1,5,4,2,4,1,0,12.0,neutral or dissatisfied
4351999,86545,Female,disloyal Customer,29,Business travel,Business,358,4,2,2,4,2,3,2,2,3,2,3,3,3,1,15,20.0,neutral or dissatisfied
6120442,550,Male,disloyal Customer,42,Business travel,Eco,70,2,4,2,2,5,2,1,1,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
6861807,31277,Female,Loyal Customer,34,Business travel,Eco,758,1,4,2,3,2,2,2,2,1,1,3,2,1,2,4,0.0,neutral or dissatisfied
10101772,26936,Female,Loyal Customer,24,Business travel,Eco Plus,257,0,0,0,1,2,0,2,2,5,5,5,5,5,3,3,0.0,satisfied
5247261,86998,Female,Loyal Customer,55,Personal Travel,Eco,1015,3,2,3,2,2,3,3,3,4,5,4,3,3,3,4,0.0,neutral or dissatisfied
14592546,96103,Female,Loyal Customer,43,Personal Travel,Business,1804,4,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
7348320,123979,Male,Loyal Customer,13,Personal Travel,Eco,926,1,5,3,3,1,1,1,1,3,3,4,2,5,1,5,0.0,neutral or dissatisfied
13694360,35535,Female,Loyal Customer,48,Business travel,Eco,394,2,3,3,2,4,4,3,4,2,1,3,2,2,4,0,36.0,neutral or dissatisfied
1093197,54827,Male,disloyal Customer,49,Business travel,Business,2276,4,4,4,4,2,4,1,5,5,5,5,3,5,5,0,0.0,satisfied
3311904,56939,Male,Loyal Customer,29,Personal Travel,Eco,1795,4,4,4,4,5,2,5,5,5,5,5,3,4,5,0,0.0,neutral or dissatisfied
1016692,101884,Male,Loyal Customer,32,Business travel,Business,2162,3,5,5,5,3,4,3,3,3,2,5,3,4,3,3,0.0,satisfied
15118226,30943,Female,Loyal Customer,45,Personal Travel,Eco,161,4,1,1,1,2,4,4,4,4,4,4,4,1,4,0,0.0,satisfied
4610937,54708,Female,Loyal Customer,43,Business travel,Business,232,1,3,5,5,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
13384508,122830,Female,Loyal Customer,22,Personal Travel,Eco,591,2,4,2,1,2,2,2,2,2,2,3,2,2,2,0,0.0,neutral or dissatisfied
11275278,77273,Female,disloyal Customer,15,Business travel,Eco,476,2,2,2,2,5,3,4,5,4,3,4,1,3,5,0,4.0,neutral or dissatisfied
486759,88055,Male,Loyal Customer,46,Personal Travel,Eco,545,4,4,1,1,4,1,4,4,3,5,3,2,4,4,0,0.0,neutral or dissatisfied
11051976,107625,Male,Loyal Customer,28,Business travel,Eco,475,4,4,4,4,5,4,5,5,1,5,5,3,3,5,0,0.0,neutral or dissatisfied
12286979,4810,Male,Loyal Customer,55,Business travel,Business,2269,3,3,3,3,3,4,3,3,3,4,4,5,4,3,3,0.0,satisfied
14525067,93020,Male,Loyal Customer,41,Business travel,Eco Plus,240,0,5,5,5,4,4,4,4,4,1,3,3,3,4,4,0.0,neutral or dissatisfied
172118,95467,Female,Loyal Customer,61,Business travel,Business,2090,5,2,2,2,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
5857617,30856,Female,Loyal Customer,56,Business travel,Business,2373,1,3,3,2,3,4,3,5,5,5,5,3,5,3,3,0.0,satisfied
2678,98316,Female,Loyal Customer,43,Business travel,Business,2156,2,2,5,2,3,4,3,2,4,4,4,3,4,3,14,7.0,satisfied
3337500,75211,Female,Loyal Customer,52,Personal Travel,Eco,677,4,3,3,3,1,4,1,1,4,4,4,3,3,3,15,12.0,satisfied
15469089,13364,Male,Loyal Customer,56,Personal Travel,Eco,295,5,5,5,5,4,4,5,5,5,5,5,5,4,3,22,26.0,satisfied
4531180,3434,Female,Loyal Customer,56,Personal Travel,Business,366,4,4,4,4,2,4,5,2,4,2,5,3,4,4,21,24.0,satisfied
3914437,508,Female,Loyal Customer,59,Personal Travel,Business,330,4,4,4,3,4,4,5,5,5,5,5,4,5,5,139,181.0,neutral or dissatisfied
13986868,24843,Male,Loyal Customer,57,Business travel,Eco Plus,2321,4,4,4,3,2,3,2,2,2,5,5,3,2,2,0,0.0,satisfied
2882622,62194,Female,Loyal Customer,18,Personal Travel,Eco,1754,4,1,4,1,4,4,4,3,3,2,3,5,3,4,0,0.0,neutral or dissatisfied
15926073,91034,Female,Loyal Customer,61,Personal Travel,Eco Plus,1907,1,4,3,3,2,5,5,4,5,5,5,5,5,4,9,5.0,neutral or dissatisfied
